_id,job_id,job_title,job_url,company_name,salary_currency,salary,salary_min,salary_max,pretty_salary,job_description[0],job_description[1],job_description[2],job_description[3],job_description[4],job_description[5],job_description[6],job_description[7],job_description[8],job_description[9],job_description[10],job_description[11],job_description[12],job_description[13],job_description[14],job_description[15],job_description[16],job_description[17],job_description[18],job_description[19],job_description[20],job_description[21],job_description[22],job_description[23],job_description[24],job_description[25],job_description[26],job_description[27],job_description[28],job_description[29],job_description[30],job_description[31],job_description[32],job_description[33],job_description[34],job_description[35],job_description[36],job_description[37],job_description[38],job_description[39],job_description[40],job_description[41],job_description[42],job_description[43],job_description[44],job_description[45],job_description[46],job_description[47],job_description[48],job_description[49],job_description[50],job_description[51],job_description[52],job_description[53],job_description[54],job_description[55],job_description[56],job_description[57],job_description[58],job_description[59],job_description[60],job_description[61],job_description[62],job_description[63],job_description[64],job_description[65],job_description[66],job_description[67],job_description[68],job_description[69],job_description[70],job_description[71],job_requirement[0],job_requirement[1],job_requirement[2],job_requirement[3],job_requirement[4],job_requirement[5],job_requirement[6],job_requirement[7],job_requirement[8],job_requirement[9],job_requirement[10],job_requirement[11],job_requirement[12],job_requirement[13],job_requirement[14],job_requirement[15],job_requirement[16],job_requirement[17],job_requirement[18],job_requirement[19],job_requirement[20],job_requirement[21],job_requirement[22],job_requirement[23],job_requirement[24],job_requirement[25],job_requirement[26],job_requirement[27],job_requirement[28],job_requirement[29],job_requirement[30],job_requirement[31],job_requirement[32],job_requirement[33],job_requirement[34],job_requirement[35],job_requirement[36],job_requirement[37],job_requirement[38],job_requirement[39],job_requirement[40],job_requirement[41],job_requirement[42],job_requirement[43],job_requirement[44],job_requirement[45],job_requirement[46],job_requirement[47],job_requirement[48],job_requirement[49],job_requirement[50],job_requirement[51],job_requirement[52],job_requirement[53],job_requirement[54],job_requirement[55],job_requirement[56],job_requirement[57],job_requirement[58],job_requirement[59],job_requirement[60],job_requirement[61],job_requirement[62],job_requirement[63],job_requirement[64],job_requirement[65],job_requirement[66],years_of_experience,min_degree,working_locations[0],working_locations[1],working_locations[2],address,language_selected_vi,job_level_vi,created_on,approved_on,expired_on,crawl_at,industries_v3[0],industries[0],skills[0],skills[1],skills[2],skills[3],skills[4],skills[5],skills[6],skills[7],skills[8],skills[9],benefits.Thưởng,benefits.Chăm sóc sức khoẻ,benefits.Đào tạo,group_job_functions,job_functions,benefits.Nghỉ phép có lương,benefits.Khác,benefits.Cơ hội du lịch,benefits.Máy tính xách tay,benefits.Giải thưởng,benefits.Hoạt động nhóm,benefits.Xe đưa đón,benefits.Căn-tin,benefits.Điện thoại,benefits.Thư viện,benefits.Nhà trẻ,benefits.Phiếu giảm giá
6947d9dbbd1b5428d8f722ec,1989249,[Gấp] Nhân Viên IT [Ưu Tiên Có Kinh Nghiệm/chấp Nhận Sinh Viên Mới Ra Trường],https://www.vietnamworks.com/gap-nhan-vien-it-uu-tien-co-kinh-nghiemchap-nhan-sinh-vien-moi-ra-truong-1989249-jv,Công Ty TNHH FUJIFILM Manufacturing Hải Phòng,USD,0,0,0,Thương lượng,"・Quản lý cấp dưới, đảm bảo các hoạt động của phòng tuân thủ nội quy, quy định, chính sách của công ty và các bên liên quan bao gồm cả Bộ Quy tắc ứng xử RBA.",・Lập kế hoạch và thực hiện các hoạt động cải tiến của phòng,"・Duy trì và cải tiến các hoạt động liên quan hạ tầng mạng, hạ tầng máy chủ nghiệp vụ.","・Hỗ trợ xử lý lỗi và hướng dẫn người dùng trong việc vận hành sử dụng phần mềm, máy tính & thiết bị mạng.",・Triển khai trực tiếp các dự án phát triển hệ thống nghiệp vụ.,・Tư vấn cho các bên liên quan các giải pháp liên quan đến Công nghệ thông tin.,・Tham gia thực hiện các nghiệp vụ đảm bảo An ninh thông tin theo phân công của cấp trên.,・Tư vấn cho cấp trên các vấn đề/rủi ro nếu có trong các giải pháp Công nghệ thông tin của nhà máy.,・Tham gia đào tạo nâng cao năng lực chuyên môn cho các công nhân viên của công ty khi có yêu cầu,"・Thực hiện các báo cáo định kỳ/ bất thường theo yêu cầu của công ty, cấp trên và các bên liên quan (nếu có)",・Các công việc khác theo yêu cầu của cấp trên và các bên liên quan (nếu có),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Cử nhân,Hải Phòng,,,"Số 1, đường số 9, Khu đô thị, công nghiệp và dịch vụ VSIP Hải Phòng, Phường Hòa Bình, Thành phố Hải Phòng, Việt Nam",Tiếng Anh,Nhân viên,2025-12-03T15:50:02+07:00,2025-12-03T15:50:39+07:00,2026-01-02T23:59:59+07:00,1766315508.5213637,Cơ khí/Máy móc/Thiết bị công nghiệp,Cơ khí/Máy móc/Thiết bị công nghiệp,Lập Trình NET,Phát Triển Ứng Dụng Web,Lập Trình SQL Server,Kiểm Thử Phần Mềm,Phân tích nghiệp vụ,,,,,,,,,Công Nghệ Thông Tin/Viễn Thông,Phần Mềm Máy Tính,,Kỳ nghỉ hè hưởng 100% lương,,,,,Có xe buýt đưa đón cán bộ công nhân viên tại khu vực nội thành Hải Phòng và khu vực Thủy Nguyên,,,,,
6947d9dbbd1b5428d8f722ed,1989214,Technical Engineer (Chuyên Viên Kỹ Thuật),https://www.vietnamworks.com/technical-engineer-chuyen-vien-ky-thuat--1989214-jv,"Zhejiang Uniview Technologies Co.,Ltd",USD,1200,700,1200,"$ 700-1,200 /tháng",Vai trò:,"Hỗ trợ kỹ thuật, phối hợp với đội ngũ kỹ thuật Việt Nam và trụ sở chính trong việc trao đổi, thống nhất và triển khai các hạng mục dự án.",Nhiệm vụ chính,"• Tìm hiểu, nắm vững và cập nhật danh mục sản phẩm của Uniview (CCTV, Access Control, LED/LCD Display, Door Phone, Solar,...).","• Xây dựng các tài liệu kỹ thuật, lên BoM (Bill of Materials), brochure giới thiệu sản phẩm và giải pháp bao gồm:",o An ninh giám sát (CCTV),o Màn hình LED/LCD/IFPD,o Access Control,o Door Phone,o Giải pháp năng lượng áp mái,• Hỗ trợ đội ngũ kinh doanh trong quá trình:,o Tư vấn kỹ thuật,o Chào thầu,o Demo sản phẩm,o Xây dựng giải pháp tổng thể,o Trình bày giải pháp khách hàng,• Hỗ trợ kỹ thuật & xử lý bảo hành cho khách hàng sau bán hàng (trong thời gian bảo hành).,"• Tham gia triển khai dự án, chủ động quản lý và giải quyết các vấn đề kỹ thuật phát sinh từ khách hàng.",• Phối hợp với hãng Uniview trong việc xử lý các case kỹ thuật phức tạp hoặc cần xác nhận chuyên môn.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Cử nhân,Hồ Chí Minh,Hà Nội,,"Floor 3, VMT Building, No.1 Alley 82, Duy Tan, Cau Giay, Hanoi",Tiếng Trung Quốc,Nhân viên,2025-12-03T15:09:45+07:00,2025-12-03T15:09:46+07:00,2026-01-02T23:59:59+07:00,1766315513.6223514,Bán lẻ/Bán sỉ,Bán lẻ/Bán sỉ,Presales Technical,Hỗ Trợ Kỹ Thuật,Làm Tài Liệu Kỹ Thuật,Thiết Bị An Ninh Giám Sát,Tự Động Hóa,,,,,,,Annual Healthcare Insurance,,Công Nghệ Thông Tin/Viễn Thông,IT Support/Help Desk,,,"Du lịch năm, sự kiện nội bộ.",,,,"Hỗ trợ công cụ làm việc, chi phí đi lại công tác.",,,,,
6947d9dbbd1b5428d8f722ee,1989128,Engineering Manager - AI for RAN and 6G Wireless Systems,https://www.vietnamworks.com/engineering-manager-ai-for-ran-and-6g-wireless-systems-1989128-jv,Navigos Search,USD,0,0,0,Thương lượng,• Lead and grow a high-impact engineering team focused on AI-driven wireless signal processing.,"• Guide the development of deep learning models for tasks such as channel estimation, beamforming, link adaptation, and signal compression.","• Collaborate with global teams across research, architecture, and systems engineering to deliver proof-of-concepts and production-ready AI solutions for wireless systems.",• Oversee the integration of AI models into full-stack simulations or testbeds using frameworks such as PyTorch or TensorFlow.,• Ensure project priorities align with hardware-software constraints and deployment requirements.,"• Mentor team members, promote technical excellence, and contribute to strategic planning.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Thạc Sĩ,Hồ Chí Minh,Hà Nội,,Hanoi / HCMC,Bất kỳ,Trưởng phòng,2025-12-03T12:22:03+07:00,2025-12-03T12:22:04+07:00,2026-01-02T23:59:59+07:00,1766315519.5076518,Phần Mềm CNTT/Dịch vụ Phần mềm,Phần Mềm CNTT/Dịch vụ Phần mềm,Ai-Driven Wireless Signal Processing,Deep Learning,Python Programming,Neural Networks,Communication Skills,,,,,,"13th monthly salary, Performance Bonus",Healthcare Plan and Insurance package,,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,,Professional FDI working environment,,,,,,,,,,
6947d9dbbd1b5428d8f722ef,1989125,Trưởng Phòng Công Nghệ,https://www.vietnamworks.com/truong-phong-cong-nghe-1989125-jv,Navigos Search's Client,VND,0,0,0,Thương lượng,Chi tiết công việc:,"• Xây dựng và triển khai chiến lược phát triển công nghệ dài hạn, gắn liền với mục tiêu kinh doanh và tầm nhìn số hóa của công ty","• Thiết kế kiến trúc tổng thể hệ thống (Java stack, Microservices, Cloud-native…), đảm bảo tính ổn định, bảo mật và khả năng mở rộng.","• Quản lý ngân sách công nghệ, tối ưu chi phí đầu tư và vận hành hạ tầng CNTT.","• Định hướng, giám sát và phát triển các sản phẩm – nền tảng phần mềm nội bộ và khách hàng: ERP, Data Platform, BI, AI/ML.","• Xây dựng chiến lược dữ liệu doanh nghiệp, phát triển Data Lake, chuẩn hóa luồng dữ liệu và khai thác hiệu quả phục vụ ra quyết định.","• Dẫn dắt đội ngũ kỹ sư triển khai các giải pháp trên nền Java, Spring Boot, Kafka, Docker, Kubernetes, bảo đảm chất lượng, tiến độ và hiệu năng hệ thống.",• Phối hợp với các khối nghiệp vụ để chuyển hóa yêu cầu kinh doanh thành giải pháp công nghệ khả thi.,"• Xây dựng, đào tạo và phát triển đội ngũ kỹ sư – chuyên gia dữ liệu – chuyên viên hạ tầng; tạo lập văn hóa công nghệ đổi mới và hợp tác.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Cử nhân,,,,Hanoi,Bất kỳ,Trưởng phòng,2025-12-03T12:12:16+07:00,2025-12-03T12:12:18+07:00,2026-01-02T23:59:59+07:00,1766315525.8553808,Phần Mềm CNTT/Dịch vụ Phần mềm,Phần Mềm CNTT/Dịch vụ Phần mềm,Java,Spring Framework,Microservices,Database Software,Project Management,Java,Spring Framework,,,,"13th monthly salary, Performance Bonus",Healthcare Plan and Insurance package,,Công Nghệ Thông Tin/Viễn Thông,Quản Lý Công Nghệ Thông Tin,,"Chế độ phúc lợi cạnh tranh, ưu đãi ESOP cho CBNV",,,,,,,,,,
6947d9dbbd1b5428d8f722f0,1989124,Senior Deep Learning Engineer - AI for Wireless Systems,https://www.vietnamworks.com/senior-deep-learning-engineer-ai-for-wireless-systems-1989124-jv,Navigos Search,USD,0,0,0,Thương lượng,"• Design and develop deep learning models for wireless and communication system tasks, including channel estimation, beamforming, link adaptation, and scheduling.",• Work with simulation tools and real-world datasets to create models that generalize across diverse wireless environments.,"• Implement, train, and validate neural networks (e.g., CNNs, Transformers, GNNs) using modern ML frameworks.",• Collaborate with researchers and engineers to integrate AI models into full-stack communication systems.,• Optimize model performance for real-time inference and hardware acceleration.,"• Contribute to model evaluation, benchmarking, and readiness for deployment on high-performance computing platforms.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,Thạc Sĩ,Hồ Chí Minh,Hà Nội,,Hanoi / HCMC,Tiếng Anh,Nhân viên,2025-12-03T12:12:03+07:00,2025-12-03T12:12:05+07:00,2026-01-02T23:59:59+07:00,1766315530.2424269,Phần Mềm CNTT/Dịch vụ Phần mềm,Phần Mềm CNTT/Dịch vụ Phần mềm,Deep Learning,Network Communication,Digital Signal Processor,Python,Collaboration,,,,,,"13th monthly salary, Performance Bonus",Healthcare Plan and Insurance package,,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,,Professional FDI working environment,,,,,,,,,,
6947d9dbbd1b5428d8f722f1,1985767,AI Thermal and Mechanical Engineer,https://www.vietnamworks.com/ai-thermal-and-mechanical-engineer-1985767-jv,AI Home and Business Solutions,USD,0,0,0,Thương lượng,AI Thermal & Mechanical Engineer – Job Description,Mechanical & Thermal Systems Lead for Home AI Data Center Prototype,"Location: Ho Chi Minh City, Vietnam",Type: Full-Time,Department: Hardware Engineering,Reports to: AI Hardware Systems Engineer / Founder,Industry: AI Hardware • High-Performance Consumer Electronics • Edge Computing,---,About the Role,"We are developing a next-generation Home AI Data Center — a compact, plug-and-play system that combines AI acceleration, gaming-level performance, and home server functionality in a single device.","We are seeking an experienced AI Thermal & Mechanical Engineer to design, prototype, and optimize the mechanical structure and cooling systems of the device. You will ensure the hardware can operate safely and efficiently under high-performance AI and gaming workloads while maintaining a sleek, consumer-ready design.","This role is critical to turning the hardware concept into a robust, functional, and thermally optimized prototype.",---,Key Responsibilities,Thermal System Design,Design and implement advanced thermal management solutions including:,Cold plate and liquid cooling systems,"Heat pipes, radiators, and airflow optimization",Thermal interface materials (TIMs) and heatsink integration,Model thermal loads using CFD or equivalent tools to ensure stable operation under AI/gaming workloads.,Collaborate with hardware engineers to ensure thermal designs support component longevity and system stability.,Mechanical Design,Design and prototype the enclosure/chassis for the compact AI Data Center.,"Ensure precise integration of electronic components, cooling systems, and wiring harnesses.","Maintain structural integrity, vibration resistance, and durability.",Select materials and manufacturing methods suitable for prototype and eventual consumer production.,Prototype Development & Testing,Collaborate with the Assembly & Electronics Technician to build and test prototype units.,Conduct thermal and mechanical testing to validate designs.,"Iterate designs based on testing results to optimize performance, noise, and reliability.",Collaboration,Work closely with the AI Hardware Systems Engineer on system layout and integration.,Provide mechanical and thermal input to the Software/UI Engineer to ensure smooth user interaction and airflow considerations.,"Communicate progress, technical decisions, and recommendations directly to the founder.",---,Ideal Candidate Profile,Technical Skills,"Bachelor’s or Master’s degree in Mechanical Engineering, Thermal Engineering, Mechatronics, or related field.",1 - 2 + years of experience in thermal design and mechanical engineering for electronics or high-performance computing devices.,"Strong experience with CAD tools (SolidWorks, AutoCAD, CATIA, or similar).","Knowledge of thermal simulation and analysis (CFD, ANSYS, or equivalent).","Understanding of materials, tolerances, and manufacturability for metals, plastics, or hybrid enclosures.","Experience designing enclosures and cooling systems for compact, high-density electronics.","Ability to read and interpret mechanical drawings, schematics, and assembly guides.",Soft Skills,High attention to detail and precision in design work.,Strong problem-solving skills and ability to troubleshoot thermal or mechanical issues.,Good communication and teamwork skills.,"Comfortable working in a fast-paced, prototype-driven environment.",Ability to iterate quickly and adapt designs based on testing feedback.,---,Preferred Qualifications,"Experience designing enclosures for high-performance PCs, servers, or AI systems.","Familiarity with vibration, acoustic, or shock mitigation techniques.","Experience with rapid prototyping tools (3D printing, CNC machining, laser cutting).",Experience in consumer electronics or startup hardware product development.,---,What We Offer,Opportunity to lead the thermal and mechanical design of a first-of-its-kind AI hardware product.,Competitive salary for top engineering talent in Vietnam.,Direct collaboration with founders and senior engineers.,A chance to have ownership of your work and shape the product for global launch.,,,,,,,,,,,Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Cao đẳng,Hồ Chí Minh,,,"Hồ Chí Minh, Ho Chi Minh City, Vietnam",Bất kỳ,Nhân viên,2025-11-26T01:38:59+07:00,2025-11-26T01:43:45+07:00,2025-12-26T23:59:59+07:00,1766315535.3489666,Hệ thống CNTT & Thiết bị,Hệ thống CNTT & Thiết bị,English Conversation,English Writing,Mechanical engineer,Thermal Solution,Mechanical and Electrical,,,,,,"13th payment,  travel opportunities \r\nPaid leave, career opportunities",,,Công Nghệ Thông Tin/Viễn Thông,Quản Lý Dự Án Công Nghệ,,,,,,,,,,,,
6947d9dbbd1b5428d8f722f2,1988682,Vision Engineer (working In Bắc Ninh),https://www.vietnamworks.com/vision-engineer-working-in-bac-ninh-1988682-jv,Navigos Search's Client,USD,2000,1000,2000,"$ 1,000-2,000 /tháng",• Design and develop vision systems for various applications in collaboration with engineering teams.,• Conduct feasibility studies and provide technical support for vision system implementations.,• Analyze and troubleshoot vision system issues to ensure optimal performance.,• Collaborate with clients to understand their requirements and deliver tailored solutions.,• Stay updated on the latest technologies and trends in vision systems and automation.,• Prepare documentation and reports on system performance and improvements.,• Train and support staff on the use of vision systems and related technologies.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Cử nhân,Bắc Ninh,,,Hanoi,Bất kỳ,Nhân viên,2025-12-02T14:44:12+07:00,2025-12-02T15:02:27+07:00,2026-01-01T23:59:59+07:00,1766315541.9066613,Dịch vụ Y tế/Chăm sóc sức khỏe,Dịch vụ Y tế/Chăm sóc sức khỏe,Computer Vision,Digital Image Processing,Hardware Design,Problem-solving,Vision Systems Design,,,,,,Performance-based bonuses,Comprehensive health insurance and wellness programs,Opportunities for professional development and career advancement,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,,Dynamic and inclusive work environment,,,,,,,,,,
6947d9dbbd1b5428d8f722f3,1988571,Operation Analyst,https://www.vietnamworks.com/operation-analyst--1988571-jv,Công Ty TNHH Geniebook Vietnam,USD,0,0,0,Thương lượng,"Loved by over 220,000 users, Geniebook is Singapore’s largest online learning platform for the English, Mathematics, and Science (EMS) syllabus.","From AI-personalised worksheets to live classes and teacher chats, we are a powerful suite of complementary learning products designed to help students accelerate their academic performance. We’re looking out for amazing global talents to scale Geniebook exponentially across Southeast Asia, and we have many exciting roles opening up across a wide range of functions.",So join us today to inspire a new generation of learners and help even more students learn smarter and do better!,Job Scope,"- Review and provide insights on customer-facing team performance on their service quality, retention, renewal and referral","- Support daily needs of customer-facing teams, including sales reports, commission calculations, target management, service SOP optimization, and operations efficiency, to drive a high revenue and ROI team, from a big picture of the business","- Provide insights to drive high revenue sales,high engagement and renewal of users, based on data analysis and investigation of user behaviors","- Provide strategies to make internal operations more efficient, including workflow optimization and auto solutions for operations",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Cử nhân,Hồ Chí Minh,,,"Tầng 3, Cao ốc văn phòng Vimedimex, 246 Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Tiếng Anh,Nhân viên,2025-12-02T11:32:52+07:00,2025-12-02T13:12:52+07:00,2026-01-01T23:59:59+07:00,1766315547.9100885,Giáo dục/Đào Tạo,Giáo dục/Đào Tạo,Customer Service,data driven,Analytical Data Control,Analytic Insight,English,,,,,,Bonus & Salary increment 2 times per year,,,Công Nghệ Thông Tin/Viễn Thông,Data Engineer/Data Analyst/AI,15 Days,,Team Building,,,,,,,,,
6947d9dbbd1b5428d8f722f4,1988596,"Senior Associate, Business Product Management, SPX Express (Risk & Asset Management)",https://www.vietnamworks.com/senior-associate-business-product-management-spx-express-risk-and-asset-management-1988596-jv,CÔNG TY TNHH SPX EXPRESS,USD,1600,1000,1600,"$ 1,000-1,600 /tháng",Product Discovery,• Engage with both internal and external customers to understand their pain points and challenges.,• Conduct thorough market research to identify areas for improvement and potential opportunities.,"• Analyze and extract relevant information from large datasets, both structured and unstructured, to streamline and enhance critical processes.",• Independently define business problems and propose solution approaches with minimal guidance.,"• Scrutinize and validate data to ensure its quality and reliability, generating actionable insights.","• Collaborate with data teams to enhance data assets, quality, metrics, and insights.",• Utilize robust data analysis skills to systematically prioritize customer requirements.,"• Develop comprehensive product roadmaps for relevant components on a yearly, monthly, and weekly basis.",Product Delivery,• Propose business solutions from a product perspective to address customer needs.,• Offer creative and feasible technical solutions to meet customer requirements.,• Craft concise documents and utilize data visualization techniques to effectively communicate results to stakeholders and facilitate decision-making.,• Coordinate with the regional team throughout the product development process.,• Collaborate with the Product Support team to provide support to end users.,• Oversee projects to successfully deploy features for all customers.,• Measure the business impact of released features and gather feedback.,"• Effectively manage the product lifecycle, ensuring continuous improvement and alignment with business objectives.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Không giới hạn,Hồ Chí Minh,,,,Bất kỳ,Nhân viên,2025-12-02T12:02:00+07:00,2025-12-02T12:02:05+07:00,2026-01-01T23:59:59+07:00,1766315555.1157737,Phần Mềm CNTT/Dịch vụ Phần mềm,Phần Mềm CNTT/Dịch vụ Phần mềm,Critical Thinking,Data Analysis,Market Research,Product Management,Stakeholder Management,,,,,,"Lương thánh 13, Performance Bonus",Khám sức khỏe định kì,,Công Nghệ Thông Tin/Viễn Thông,Quản Lý Dự Án Công Nghệ,"14 ngày phép năm, 6 ngày phép nghỉ bệnh",,,Laptop,,,,,,,,
6947d9dbbd1b5428d8f722f5,1985122,Manual Tester,https://www.vietnamworks.com/manual-tester-1985122-jv,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),VND,500000000,200000000,500000000,200tr-500tr ₫/năm,"1. Đảm bảo sản phẩm phần mềm hoạt động đúng và đầy đủ chức năng, tính năng, hiệu năng theo yêu cầu",• Tham gia xây dựng kế hoạch kiểm thử,• Phân tích và thiết kế testcase,"• Thiết lập môi trường kiểm thử (dữ liệu, thiết bị, vật tư,...)","• Thực hiện kiểm thử chức năng, tính năng",• Kiểm tra khả năng chịu tải của hệ thống,• Báo cáo kết quả test,2. Ngăn ngừa và hạn chế tối đa các lỗi phát sinh,• Phát hiện cơ chế phát sinh bug ở các lỗi tương tự,• Phối hợp với Dev đưa ra giải pháp ngăn ngừa bug ở các sản phẩm tiếp theo,• Báo cáo các giải pháp ngăn ngừa phát sinh bug,3. Đảm bảo phần mềm đạt các yêu cầu về trải nghiệm người dùng,4. Các công việc khác theo phân công,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Cử nhân,Hải Phòng,Hà Nội,,"Số 57 phố Huỳnh Thúc Kháng, Phường Láng Hạ, Quận Đống Đa, Thành phố Hà Nội",Bất kỳ,Nhân viên,2025-11-24T14:43:09+07:00,2025-11-24T14:43:44+07:00,2025-12-24T23:59:59+07:00,1766315560.6041875,Phần Mềm CNTT/Dịch vụ Phần mềm,Phần Mềm CNTT/Dịch vụ Phần mềm,Cơ Sở Dữ Liệu,Giao Tiếp,Kiểm Thử Phần Mềm,Kiểm Tra Hiệu Năng,Viết Test Case,,,,,,Thu nhập 200-500 triệu/năm,"Đầy đủ các chế độ BHXH, BHYT, BHTN. Khám sức khỏe định kỳ hàng năm","Phát triển không giới hạn: Đào tạo liên tục, mentorship từ chuyên gia đầu ngành",Công Nghệ Thông Tin/Viễn Thông,QA/QC/Software Testing,"12++ ngày phép/năm, ngày phép tăng theo thâm niên làm việc","Dự án quy mô quốc gia: Tham gia phát triển chính phủ số, thành phố thông minh...","Du lịch, nghỉ mát hàng năm",,,,,"Căng tin phục vụ ăn sáng, ăn trưa, cafe....Phụ cấp ăn trưa 730k/tháng",,,,
